SGB	ann	leave_mean	unleave_mean	p	type	FC	group
T2107171973_concoct_bins_bin.13		6.3e-08	1.28e-07	0.72856414431929	B	-1.02272007650008	pass
T2107172006_metabat2_bins_bin.34		3.45e-08	5.64e-08	0.728348990693787	D	-0.709098800733262	pass
T2108173882_concoct_bins_bin.103		2.18e-08	1.04e-07	0.728348990693787	D	-2.25418348825153	pass
T2108174050_concoct_bins_bin.104		3.31e-08	2.73e-08	0.728348990693787	D	0.277930265887365	pass
T2109199087_concoct_bins_bin.10		4.6e-08	4.14e-08	0.728348990693787	D	0.15200309344505	pass
SMGC_503		3.6e-08	8.99e-08	0.728321934963123	D	-1.32032420918477	pass
T2109199119_concoct_bins_bin.20		1.14e-08	1.64e-08	0.727523487277923	A	-0.524661990453342	pass
1111525849748686_bin.21		1.12e-07	1.3e-07	0.72750547568604	A	-0.21501289097085	pass
1111525849854152_bin.39		1.8e-08	2.04e-08	0.72750547568604	A	-0.180572245641821	pass
1111525849862212_bin.12		1.72e-08	2.33e-08	0.72750547568604	A	-0.437921389952182	pass
SMGC_305		1.68e-06	9.22e-07	0.72750547568604	A	0.865622577236785	pass
T2107172000_metabat2_bins_bin.38		2.65e-07	4.95e-08	0.72750547568604	A	2.42049192937095	pass
T2108173874_metabat2_bins_bin.53		1.34e-07	2.14e-07	0.726906296744936	C	-0.675377795943375	pass
T2108173887_concoct_bins_bin.33		2.56e-07	4.09e-08	0.726906296744936	C	2.64597106194561	pass
T2108174062_metabat2_bins_bin.189		1.33e-07	1.44e-07	0.726906296744936	C	-0.114642565941123	pass
T2108174102_concoct_bins_bin.97		5.08e-08	5.34e-08	0.726906296744936	C	-0.0720112449153881	pass
1111525849737158_bin.14		5.23e-08	8.42e-08	0.72688767624402	C	-0.687009286819455	pass
1111525849859186_bin.17		4.87e-08	5.37e-08	0.72688767624402	C	-0.14100031590307	pass
1111525849861985_bin.30		3.05e-08	3.16e-08	0.72688767624402	C	-0.0511153157268541	pass
1111525849861985_bin.83		2.77e-08	2.37e-08	0.72688767624402	C	0.224998917150929	pass
DSKIN0049-1_bin.16		3.15e-08	2.53e-08	0.72688767624402	C	0.316214443692969	pass
T2108173989_metabat2_bins_bin.21		7.8e-06	2.49e-08	0.724235126394578	A	8.29118457145625	pass
SMGC_219		9.19e-07	2.42e-06	0.72356744390243	C	-1.39687028087292	pass
SMGC_318		3.34e-07	1.84e-07	0.72356744390243	C	0.860142336417039	pass
SMGC_61		3.81e-08	3.16e-08	0.72356744390243	C	0.269866439316219	pass
T2107171953_metabat2_bins_bin.86		4.12e-07	3.18e-07	0.72356744390243	C	0.373617571898863	pass
T2107171985_metabat2_bins_bin.18		1.18e-07	2.38e-08	0.72356744390243	C	2.30975338094126	pass
T2108173895_concoct_bins_bin.7		5.9e-08	8.25e-08	0.721776062876007	D	-0.483679164883975	pass
T2108173953_concoct_bins_bin.68		2.79e-06	1.33e-06	0.721776062876007	D	1.068838876328	pass
1111525849771679_bin.28		1.17e-07	7.75e-08	0.721735900683479	D	0.594240314309167	pass
1111525849478649_bin.35		4.92e-08	6.16e-08	0.721731440735212	D	-0.324272035355662	pass
1111525849638922_bin.3		5.4e-08	5.36e-08	0.721731440735212	D	0.0107264065930586	pass
T2108174098_concoct_bins_bin.72		9.32e-08	4.67e-08	0.721118307923792	A	0.996907404944618	pass
DSKIN0029-1_bin.21		3.54e-07	1.68e-07	0.72096228968866	A	1.07528812730424	pass
T2107172016_concoct_bins_bin.113		1.03e-07	3.56e-08	0.72096228968866	A	1.53269519110418	pass
SMGC_458		2.64e-08	2.12e-08	0.720263049856624	C	0.316473664795254	pass
T2108173918_metabat2_bins_bin.54		4.04e-07	1.13e-07	0.720263049856624	C	1.83803252033661	pass
T2108173965_concoct_bins_bin.93		5.01e-08	2.82e-08	0.720263049856624	C	0.829115440796415	pass
1111525849485004_bin.11		3.12e-08	7.41e-08	0.720244623074174	C	-1.24792751344359	pass
1111525849667770_bin.14		7.67e-08	7.58e-08	0.720244623074174	C	0.0170287293318419	pass
T2108174122_concoct_bins_bin.3		5.75e-08	5.43e-08	0.715229214760161	D	0.0826097580273758	pass
T2109198972_concoct_bins_bin.3		2.83e-08	3.36e-08	0.715229214760161	D	-0.247659179946878	pass
T2107172016_concoct_bins_bin.106		3.06e-08	2.39e-08	0.715201061602332	B	0.356521034711903	pass
1111525849767380_bin.22		1.31e-07	7.55e-08	0.715189473103469	D	0.795018262212371	pass
T2107172006_concoct_bins_bin.12		1.8e-08	3.86e-08	0.715182785230941	B	-1.10060394093841	pass
T2109199172_concoct_bins_bin.16		1.92e-08	5.41e-08	0.714462612739545	A	-1.49452228310566	pass
1111525849743575_bin.57		2.97e-08	4.57e-08	0.714444970481681	A	-0.621731234257304	pass
1111525849853730_bin.13		1.03e-06	1.13e-06	0.714444970481681	A	-0.133678435231969	pass
R_T2109198910_concoct_bins_bin.11		1.29e-08	3.41e-08	0.714444970481681	A	-1.40240067360092	pass
SMGC_541		5e-07	2.18e-07	0.714444970481681	A	1.19759995988516	pass
T2108173922_metabat2_bins_bin.55		5.94e-08	4.56e-08	0.714444970481681	A	0.381429106636024	pass
T2108174126_metabat2_bins_bin.80		5.93e-08	1.82e-08	0.713673838144749	C	1.70409365434731	pass
T2108173898_concoct_bins_bin.74		2.8e-07	5.07e-07	0.713646486416082	C	-0.856558920058374	pass
T2108173904_concoct_bins_bin.26		4.84e-08	2.76e-08	0.713646486416082	C	0.810338780496426	pass
T2108174051_concoct_bins_bin.88		1.29e-07	3.45e-08	0.713646486416082	C	1.90270279864509	pass
1111525849486260_bin.15		1.93e-07	1.8e-06	0.713628252887259	C	-3.22132415394896	pass
SMGC_201		4.16e-07	4.35e-07	0.71033460007598	C	-0.0644318725949985	pass
SMGC_579		5.82e-07	1.14e-06	0.71033460007598	C	-0.96994276614382	pass
T2108173981_maxbin2_bins_bin.74		6.83e-08	6.26e-08	0.7087084235391	D	0.125722921357472	pass
T2108174145_metabat2_bins_bin.65		3.49e-07	3.82e-07	0.7087084235391	D	-0.130345601826096	pass
T2109199028_metabat2_bins_bin.8		7.98e-08	6.17e-08	0.7087084235391	D	0.371118257072928	pass
T2109199065_metabat2_bins_bin.12		6e-08	4.78e-08	0.7087084235391	D	0.327951882515132	pass
T2108174145_metabat2_bins_bin.64		1.49e-07	5.7e-07	0.70797095336941	A	-1.93564958858994	pass
T2108173941_metabat2_bins_bin.22		3.86e-08	2.72e-08	0.707957860279182	A	0.504994196017741	pass
T2108173887_metabat2_bins_bin.174		9.96e-07	1.07e-06	0.707953495264536	A	-0.103393149220428	pass
T2108173960_metabat2_bins_bin.45		1.02e-06	2.84e-07	0.707056579203806	C	1.84460631735418	pass
T2108174046_concoct_bins_bin.65		2.33e-07	1.23e-07	0.707056579203806	C	0.92167163931504	pass
1111525849483430_bin.17		2.31e-07	2.1e-07	0.707038540614192	C	0.137503523749935	pass
1111525849650039_bin.23		3.75e-08	4.04e-08	0.707038540614192	C	-0.107464697368551	pass
1111525849737484_bin.8		3.29e-08	2.6e-08	0.707038540614192	C	0.339575960706787	pass
SMGC_240		5.21e-09	5.27e-09	0.70492407558197	C	-0.0165195893587065	pass
SMGC_370		2.77e-08	2.56e-08	0.703758157019434	C	0.113742166049188	pass
SMGC_524		2.96e-08	2.58e-08	0.703758157019434	C	0.198226110205696	pass
T2108173894_concoct_bins_bin.75		5.13e-08	1.01e-07	0.702213661727488	D	-0.977324562032103	pass
T2108173934_concoct_bins_bin.160		2.9e-08	4.9e-08	0.702213661727488	D	-0.756728848987636	pass
T2108173999_metabat2_bins_bin.74		1.5e-07	6.63e-08	0.702213661727488	D	1.17788172527066	pass
T2108174122_metabat2_bins_bin.52		9.17e-08	1.26e-07	0.702213661727488	D	-0.458430094792225	pass
T2109198999_concoct_bins_bin.38		7.47e-08	6.25e-08	0.702213661727488	D	0.257252053239788	pass
1111525849644360_bin.5		7.14e-07	1.37e-06	0.701909832477825	B	-0.940179913818789	pass
T2108174135_concoct_bins_bin.134		1.6e-08	4.73e-08	0.701505113233692	A	-1.56376827845203	pass
1111525849860314_bin.15		1.28e-07	1.52e-07	0.701487838857911	A	-0.247927513443586	pass
T2109198907_concoct_bins_bin.10		1.58e-07	1.17e-07	0.700520076007109	C	0.433416028593698	pass
T2108173895_concoct_bins_bin.73		2.76e-08	1.6e-07	0.700493304910426	C	-2.53533173299656	pass
T2108174075_concoct_bins_bin.26		1.68e-07	2.59e-07	0.700493304910426	C	-0.624490864907793	pass
1111525849485004_bin.26		1.33e-06	1.4e-06	0.700475456250383	C	-0.0740005814437767	pass
1111525849743575_bin.1		4.59e-08	4.09e-08	0.700475456250383	C	0.166393310472059	pass
SMGC_133		8.77e-06	4.04e-07	0.700475456250383	C	4.4401496445803	pass
SMGC_278		2.07e-08	2.43e-08	0.697208331475573	C	-0.231325546106456	pass
T2107171992_concoct_bins_bin.100		7.19e-08	6.64e-08	0.697208331475573	C	0.114808529092373	pass
T2108173905_metabat2_bins_bin.10		1.83e-08	1.5e-07	0.69574490597447	D	-3.0350469470992	pass
T2108174041_metabat2_bins_bin.51		3.75e-07	3.73e-07	0.69574490597447	D	0.00771496512800545	pass
T2108174122_metabat2_bins_bin.28		1.82e-07	3.25e-07	0.69574490597447	D	-0.836501267717121	pass
SMGC_501		1.22e-07	1.24e-06	0.695719237995282	D	-3.34538706771135	pass
T2108174133_concoct_bins_bin.57		1.29e-07	6.95e-08	0.695331637476745	B	0.892286182699747	pass
T2109198890_concoct_bins_bin.24		1.46e-07	2.7e-07	0.695331637476745	B	-0.886991038170814	pass
T2108173953_concoct_bins_bin.73		4.33e-07	1.84e-07	0.695065067007288	A	1.23466125866971	pass
T2108173998_metabat2_bins_bin.13		1.15e-06	8.94e-08	0.695065067007288	A	3.68521521953578	pass
T2108174104_concoct_bins_bin.37		9.96e-08	1.2e-07	0.695065067007288	A	-0.2688167584278	pass
1111525849861985_bin.66		2.27e-07	3.93e-07	0.695047973727782	A	-0.791837014967691	pass
T2108174111_metabat2_bins_bin.10		6.76e-08	8.72e-08	0.693983117891998	C	-0.367304888494742	pass
T2108174127_concoct_bins_bin.103		1.76e-07	2.65e-08	0.693983117891998	C	2.7315111640741	pass
T2108173886_concoct_bins_bin.121		3.44e-07	4.4e-07	0.693956632954489	C	-0.355094958822562	pass
T2108173965_metabat2_bins_bin.58		1.34e-07	1.52e-07	0.693956632954489	C	-0.181838322985813	pass
T2108173999_metabat2_bins_bin.74		2.39e-07	1.5e-06	0.693956632954489	C	-2.64987997740249	pass
1111525849480358_bin.26		3.45e-08	6.87e-08	0.693938977942234	C	-0.993713737152569	pass
1111525849737484_bin.28		3.19e-08	3.4e-08	0.693938977942234	C	-0.0919783223728324	pass
1111525849752591_bin.7		4.22e-08	3.91e-08	0.693938977942234	C	0.110074391399833	pass
1111525849861985_bin.32		4.23e-08	4.73e-08	0.693938977942234	C	-0.161182520219445	pass
1111525849861985_bin.72		6.18e-08	4.93e-08	0.693938977942234	C	0.326019191526463	pass
SMGC_99		3.2e-08	2.72e-08	0.693180657705822	D	0.234465253637023	pass
T2108174069_concoct_bins_bin.88		6.17e-08	5.33e-08	0.692030531171406	B	0.211134956390242	pass
T2108174126_metabat2_bins_bin.35		7.98e-07	1.68e-06	0.689302128119436	D	-1.07400058144378	pass
1111525849755644_bin.3		5.53e-08	4.46e-08	0.689264037573073	D	0.310235770314402	pass
1111525849861985_bin.24		9.95e-08	1.66e-07	0.689264037573073	D	-0.738414810803276	pass
T2108174006_concoct_bins_bin.51		7.81e-08	4.61e-08	0.68865078902906	A	0.760555797712641	pass
T2108174135_concoct_bins_bin.23		1.17e-08	2.29e-08	0.68865078902906	A	-0.968839068513539	pass
T2108173946_concoct_bins_bin.6		5.79e-07	2.52e-06	0.688633878494483	A	-2.12178848039804	pass
T2108174123_metabat2_bins_bin.7		1.43e-07	1.99e-07	0.687472739392186	C	-0.476753283765259	pass
T2108174135_maxbin2_bins_bin.29		5.27e-07	1.59e-06	0.687472739392186	C	-1.5931518985345	pass
T2109198944_concoct_bins_bin.12		1.25e-07	3.98e-07	0.687472739392186	C	-1.67084033588156	pass
T2108173886_metabat2_bins_bin.24		5.83e-07	5.11e-08	0.687446540664292	C	3.51210068715024	pass
T2108174064_concoct_bins_bin.115		5.32e-07	1.31e-06	0.687446540664292	C	-1.30006866092362	pass
1111525849645752_bin.6		4.12e-07	3.46e-07	0.687429074313989	C	0.251872299546494	pass
1111525849758776_bin.37		3.64e-08	3.76e-08	0.687429074313989	C	-0.0467942114789409	pass
1111525849862568_bin.47		3.8e-08	3.38e-08	0.687429074313989	C	0.168976172048764	pass
MET0310_bin.14		9.61e-07	9.97e-08	0.687429074313989	C	3.26887102126292	pass
SMGC_571		5.23e-06	8.64e-07	0.684188423439063	C	2.59770772897084	pass
T2108173947_concoct_bins_bin.2		3.55e-06	7.34e-06	0.682885303765325	D	-1.04796103845117	pass
SMGC_138		1.06e-07	1.3e-07	0.68284762120772	D	-0.294447358465255	pass
1111525849486576_bin.9		8.71e-08	4.45e-07	0.682843434458696	D	-2.35306071214226	pass
T2108174140_concoct_bins_bin.45		3.21e-07	8.17e-08	0.682329185671587	A	1.97416531386398	pass
T2108174135_concoct_bins_bin.95		1.16e-08	1.63e-08	0.682262253183562	A	-0.490747159103505	pass
T2109198974_concoct_bins_bin.57		3.78e-08	5.31e-08	0.682262253183562	A	-0.490325626583081	pass
T2109198994_concoct_bins_bin.38		1.18e-08	1.44e-08	0.682262253183562	A	-0.287281952080471	pass
T2108173886_metabat2_bins_bin.110		1.55e-06	3.77e-08	0.680962997961488	C	5.3615598817803	pass
T2108173949_maxbin2_bins_bin.46		3.7e-08	2.71e-08	0.680962997961488	C	0.44923241916244	pass
1111525849479399_bin.4		2.99e-08	6.48e-08	0.680945723760613	C	-1.11584832868652	pass
1111525849638922_bin.3		4.24e-08	3.49e-08	0.680945723760613	C	0.280837228353547	pass
1111525849766308_bin.12		6.19e-08	6e-08	0.680945723760613	C	0.0449769087183839	pass
SMGC_8		9.97e-07	6.71e-07	0.677718289225994	C	0.571280738198012	pass
T2107171977_metabat2_bins_bin.9		6.14e-08	8.79e-08	0.677718289225994	C	-0.517624509773225	pass
T2108174052_concoct_bins_bin.85		1.55e-07	1.62e-07	0.676494405678056	D	-0.0637255976103871	pass
T2108174075_concoct_bins_bin.47		4.48e-08	9.58e-08	0.676494405678056	D	-1.09652692367858	pass
1111525849771545_bin.33		2.36e-06	7.37e-06	0.67645712923342	D	-1.64287775973323	pass
1111525849478145_bin.18_new		3.67e-07	1.7e-07	0.675882885941294	A	1.11024531670551	pass
SMGC_213		9.31e-08	2.79e-07	0.675882885941294	A	-1.58341204915776	pass
SMGC_69		9.88e-08	3.34e-07	0.675882885941294	A	-1.75726515577674	pass
T2107171967_metabat2_bins_bin.82		1.33e-08	2.46e-08	0.675882885941294	A	-0.88723206983805	pass
T2107171985_concoct_bins_bin.172		4.27e-08	4.24e-08	0.675882885941294	A	0.0101718050572912	pass
SMGC_186		1.22e-08	6.91e-09	0.675773909903913	B	0.82012353206199	pass
1111525849743575_bin.70		4.94e-08	5.09e-08	0.675688285354527	B	-0.0431546144910176	pass
T2109199053_concoct_bins_bin.11		1.84e-07	1.16e-07	0.674574345079833	C	0.665580960929441	pass
T2108174144_concoct_bins_bin.35		2.79e-07	2.5e-07	0.674531614914782	C	0.158337027167101	pass
T2108174062_concoct_bins_bin.61		4.35e-08	4.46e-08	0.674505982117682	C	-0.0360283091842142	pass
SMGC_99		4.36e-09	3.34e-09	0.673976472213639	B	0.384480032302874	pass
T2108174006_maxbin2_bins_bin.37		1.54e-07	7.04e-08	0.672715316901563	A	1.12928301694497	pass
T2108174047_metabat2_bins_bin.73		8.04e-08	5.22e-08	0.672445190865181	B	0.623145694609044	pass
SMGC_70		2.72e-09	2.04e-09	0.672302460214384	D	0.415037499278844	pass
SMGC_525		1.99e-08	2.02e-08	0.671274666571176	C	-0.0215868622081459	pass
T2107171990_concoct_bins_bin.37		8.39e-08	2.8e-06	0.671274666571176	C	-5.06061220627987	pass
SMGC_355		8.54e-09	6.95e-09	0.670919194030081	B	0.297223092009621	pass
T2108174007_concoct_bins_bin.88		1.91e-08	2.49e-07	0.670129409945321	D	-3.70450119891969	pass
T2108174058_concoct_bins_bin.103		3.41e-08	1.16e-07	0.670129409945321	D	-1.76628116099076	pass
1111525849858985_bin.19		8.91e-07	2.12e-07	0.669545938574006	A	2.07136116695872	pass
T2108174131_maxbin2_bins_bin.53		4.45e-08	1.97e-07	0.668100816035357	C	-2.14631838848998	pass
T2108173941_concoct_bins_bin.6		3.29e-08	3.44e-08	0.668075462914063	C	-0.0643209809668564	pass
T2108173992_metabat2_bins_bin.114		3.57e-08	1.79e-07	0.668075462914063	C	-2.32596360812252	pass
T2108174063_metabat2_bins_bin.71		1.25e-07	4.05e-08	0.668075462914063	C	1.62593428177746	pass
T2108174102_metabat2_bins_bin.55		5.05e-07	2.44e-07	0.668075462914063	C	1.04940224007627	pass
1111525849480988_bin.41		3.76e-08	7.46e-08	0.668058562329513	C	-0.988442968577601	pass
1111525849486576_bin.29		2.13e-08	4.3e-08	0.668058562329513	C	-1.01348322936362	pass
1111525849640249_bin.105		2.75e-08	2.73e-08	0.668058562329513	C	0.0105306674921695	pass
R_T2109198882_concoct_bins_bin.21		3.37e-07	1.46e-07	0.668058562329513	C	1.20678022230184	pass
T2107171985_concoct_bins_bin.161		1e-07	4.04e-08	0.664857525665058	C	1.30757280191029	pass
T2107172010_concoct_bins_bin.200		3.88e-08	1.27e-07	0.664857525665058	C	-1.7106999394724	pass
T2107171973_concoct_bins_bin.41		1.87e-06	3.7e-07	0.663790289591453	D	2.33744109425869	pass
T2108174044_metabat2_bins_bin.66		1.84e-07	2.99e-08	0.663790289591453	D	2.62148837674627	pass
1111525849478674_bin.21		5.02e-08	6.42e-08	0.663749764693505	D	-0.354885933171531	pass
T2108174133_metabat2_bins_bin.33		2.14e-08	3.71e-08	0.663275145265932	A	-0.793808390219656	pass
T2108174088_metabat2_bins_bin.76		9.36e-07	1.43e-06	0.66325085029742	A	-0.611434712082347	pass
R_T2109198905_concoct_bins_bin.48		1.23e-08	2.38e-08	0.663234656406713	A	-0.952303257968704	pass
R_T2109198918_concoct_bins_bin.15		1.65e-07	2.39e-08	0.663234656406713	A	2.78738350115243	pass
SMGC_128		6.23e-08	1.32e-07	0.663234656406713	A	-1.08323386122181	pass
T2108174143_concoct_bins_bin.141		1.36e-07	1.08e-07	0.662755998441576	B	0.332575339086871	pass
T2108174144_metabat2_bins_bin.52		1.71e-07	2.25e-07	0.662755998441576	B	-0.395928676331139	pass
DSKIN0029-1_bin.21		3.47e-07	1.69e-07	0.662739251658207	B	1.03791241629608	pass
T2108174127_concoct_bins_bin.106		4.86e-07	3.88e-07	0.661696486672759	C	0.324899661418653	pass
T2108173920_metabat2_bins_bin.31		1.37e-07	8.3e-08	0.661671413000668	C	0.722992651613602	pass
1111525849640249_bin.140		3.87e-08	3.86e-08	0.661654698023467	C	0.0037327188763299	pass
1111525849737484_bin.1		3.9e-08	4.18e-08	0.661654698023467	C	-0.100028818331272	pass
1111525849861985_bin.40		2.89e-08	3.01e-08	0.661654698023467	C	-0.0586939942590231	pass
SMGC_104		5.53e-08	6.2e-08	0.661654698023467	C	-0.16498873503953	pass
SMGC_140		4.36e-08	5e-08	0.658466839451583	C	-0.197599959885161	pass
SMGC_242		6.02e-08	6.48e-08	0.658466839451583	C	-0.106230326124923	pass
SMGC_258		1.84e-07	3.5e-07	0.658466839451583	C	-0.927649155775316	pass
SMGC_36		1.58e-05	2.93e-05	0.658466839451583	C	-0.890976106245145	pass
SMGC_540		2.31e-07	2.89e-07	0.658466839451583	C	-0.323176641084621	pass
T2108173863_metabat2_bins_bin.24		8.2e-07	2.11e-06	0.658466839451583	C	-1.3635471840891	pass
T2108173866_concoct_bins_bin.49		2.39e-08	1.6e-07	0.658466839451583	C	-2.74298938179398	pass
T2108174044_metabat2_bins_bin.131		3.09e-07	8.39e-08	0.657477018605934	D	1.88086412235191	pass
T2109199053_concoct_bins_bin.11		1.54e-07	7.29e-08	0.657477018605934	D	1.07893963125533	pass
SMGC_20		4.32e-06	4.55e-06	0.657452966887274	D	-0.07483523292259	pass
T2108174098_concoct_bins_bin.72		8.72e-08	2.19e-08	0.656321632607216	B	1.99339726517575	pass
T2107171967_metabat2_bins_bin.82		1e-08	2.1e-08	0.656305073056369	B	-1.0703893278914	pass
SMGC_70		7.61e-09	6.81e-09	0.65611339591037	C	0.160241655491474	pass
T2108174120_metabat2_bins_bin.24		6.91e-08	6.84e-06	0.655318602102415	C	-6.62916680427236	pass
T2108173886_metabat2_bins_bin.36		1.04e-06	2.54e-08	0.655293807548394	C	5.35561122114365	pass
1111525849480093_bin.35		3.93e-08	8.28e-08	0.655277277323008	C	-1.07510145524072	pass
1111525849737037_bin.29		4.57e-08	3.51e-08	0.655277277323008	C	0.380723134753509	pass
SMGC_12		7.34e-08	8.77e-08	0.655277277323008	C	-0.25679677960152	pass
SMGC_357		2.54e-08	3.84e-08	0.652737203055394	C	-0.59627781394899	pass
SMGC_17		4.14e-08	5.54e-08	0.652102583289567	C	-0.420255208549863	pass
SMGC_519		2.49e-08	2.24e-08	0.652102583289567	C	0.152647010010477	pass
SMGC_572		3.15e-07	2.4e-08	0.652102583289567	C	3.71424551766612	pass
T2108174073_concoct_bins_bin.141		2.72e-07	1.72e-07	0.651189567850561	D	0.661198086548241	pass
T2108174098_concoct_bins_bin.78		9.23e-08	1.23e-07	0.651189567850561	D	-0.414255762580828	pass
T2107172004_concoct_bins_bin.53		2.3e-08	1.09e-07	0.650688979711774	A	-2.24462236871991	pass
1111525849644360_bin.43		1.54e-07	1.24e-08	0.649897748761975	B	3.63451832519539	pass
T2107171953_metabat2_bins_bin.44		1.26e-07	1.04e-07	0.649897748761975	B	0.276840205358824	pass
T2108173875_concoct_bins_bin.40		1.56e-08	7.07e-08	0.649897748761975	B	-2.18016418594715	pass
T2108173949_concoct_bins_bin.20		9.57e-09	8.03e-08	0.649897748761975	B	-3.06880915791865	pass
T2108174010_concoct_bins_bin.188		1.03e-06	8.81e-07	0.648942616184262	C	0.225430413150167	pass
T2108174043_concoct_bins_bin.47		2.1e-07	3.8e-08	0.648942616184262	C	2.46631800422254	pass
1111525849483430_bin.14		2.46e-08	5.15e-08	0.648926269817141	C	-1.06591411673134	pass
1111525849742850_bin.4		1.04e-07	9.99e-08	0.648926269817141	C	0.0580269452360363	pass
T2108174007_metabat2_bins_bin.26		4.92e-08	5.1e-08	0.646708217643391	B	-0.0518389315196182	pass
SMGC_591		2.18e-08	2.31e-08	0.645764726953203	C	-0.0835647166391312	pass
T2107172020_concoct_bins_bin.24		8.18e-07	3.07e-07	0.645764726953203	C	1.41386218757157	pass
T2107171996_metabat2_bins_bin.26		5.04e-08	5.66e-07	0.644927914738066	D	-3.48930641421933	pass
T2108174013_metabat2_bins_bin.77		8.76e-07	5.35e-08	0.644927914738066	D	4.03332007320003	pass
SMGC_286		2.02e-05	9.52e-05	0.644904390821495	D	-2.23660628055615	pass
SMGC_60		3.31e-08	2.77e-07	0.644904390821495	D	-3.06498285412933	pass
1111525849854152_bin.43		4.35e-06	3.69e-06	0.644892630299635	D	0.237394584675695	pass
T2108174076_concoct_bins_bin.27		1.92e-07	6e-08	0.644673993213502	A	1.67807190511264	pass
T2108174135_metabat2_bins_bin.61		1.58e-08	2.03e-08	0.644470202809523	A	-0.361555169008073	pass
1111525849478105_bin.2		2.05e-07	1.68e-07	0.644454535299399	A	0.287162676726686	pass
1111525849737158_bin.18_new		4.37e-08	5.08e-08	0.644454535299399	A	-0.217195217271567	pass
1111525849743575_bin.56		5.29e-08	6.69e-08	0.644454535299399	A	-0.338738488527435	pass
1111525849752670_bin.3		2.69e-07	3.67e-07	0.644454535299399	A	-0.448173890286589	pass
T2108173890_metabat2_bins_bin.40		8.23e-08	1.45e-07	0.644454535299399	A	-0.817088564480671	pass
SMGC_488		1.1e-07	6.19e-08	0.643517249063048	B	0.829492209197757	pass
SMGC_617		5.3e-06	2.05e-06	0.643517249063048	B	1.37036844994512	pass
T2108173949_concoct_bins_bin.14		6.1e-07	3.7e-07	0.642617812785944	C	0.721283971933937	pass
T2108174069_concoct_bins_bin.88		1.86e-07	2.16e-07	0.642617812785944	C	-0.215728691055437	pass
1111525849862568_bin.51		4.48e-08	5.01e-08	0.642601649347664	C	-0.161311871137604	pass
1111525849862995_bin.22		3.74e-08	5.75e-08	0.642601649347664	C	-0.620523685944101	pass
SMGC_230		3.01e-08	2.78e-08	0.639453244360389	C	0.114678604036195	pass
SMGC_549		2.92e-08	2.5e-08	0.639453244360389	C	0.22404027421793	pass
T2107171953_metabat2_bins_bin.14		1.82e-07	2.04e-08	0.639453244360389	C	3.15729739311456	pass
T2107172004_concoct_bins_bin.53		2.48e-08	8.86e-07	0.638692029409237	D	-5.15889467305551	pass
T2108173874_concoct_bins_bin.61		2.81e-08	7.21e-08	0.638692029409237	D	-1.3594291290199	pass
1111525849486260_bin.15		1.73e-07	4.11e-07	0.638653258382138	D	-1.24836635604496	pass
T2108174076_concoct_bins_bin.64		2.71e-07	2.24e-08	0.638284390488293	A	3.59672221418363	pass
T2108173944_metabat2_bins_bin.5		1.68e-08	5.41e-08	0.638245648281402	A	-1.68716736104805	pass
T2108173883_concoct_bins_bin.110		2.52e-08	1.35e-07	0.636319369404696	C	-2.42146376843828	pass
T2108173887_metabat2_bins_bin.15		2.61e-07	3.89e-08	0.636319369404696	C	2.74620774647106	pass
T2108173922_concoct_bins_bin.93		5.49e-08	1.19e-07	0.636319369404696	C	-1.11608351919011	pass
T2108173988_metabat2_bins_bin.20		2.03e-07	7.95e-08	0.636319369404696	C	1.35245296190082	pass
T2108173992_concoct_bins_bin.140		1.16e-07	4.14e-07	0.636319369404696	C	-1.83550596237175	pass
T2108173992_concoct_bins_bin.22		5.03e-08	1.45e-06	0.636319369404696	C	-4.84935068998413	pass
T2108174047_metabat2_bins_bin.73		6.72e-07	2.78e-07	0.636319369404696	C	1.27337635005525	pass
1111525849640249_bin.144		4.43e-08	4.93e-08	0.636303387932242	C	-0.154280947822893	pass
1111525849743575_bin.108		6.45e-08	1.01e-07	0.636303387932242	C	-0.646984227328541	pass
T2108173986_concoct_bins_bin.117		2.79e-08	1.73e-08	0.635474582811619	A	0.689493084192463	pass
T2108174062_concoct_bins_bin.16		1.6e-08	5.22e-08	0.635154634014005	A	-1.70597790168252	pass
SMGC_245		0	9.69e-08	0.634420985669021	A	-10	pass
SMGC_357		0	3.72e-09	0.634420985669021	A	-10	pass
SMGC_512		5.11e-08	8.35e-08	0.633168105679517	C	-0.708452906423793	pass
T2107171985_metabat2_bins_bin.104		1.29e-07	1.16e-07	0.633168105679517	C	0.153246260295682	pass
T2107172016_concoct_bins_bin.7		4.54e-07	2.39e-07	0.633168105679517	C	0.925681679310166	pass
T2107172006_concoct_bins_bin.97		2.34e-08	1.55e-07	0.632481884432533	D	-2.7276877805782	pass
T2108173996_maxbin2_bins_bin.58		9.55e-08	4.05e-08	0.632481884432533	D	1.23757882515112	pass
T2108174126_concoct_bins_bin.11		5.2e-07	4.5e-07	0.632481884432533	D	0.208586621811418	pass
T2109199139_concoct_bins_bin.29		2.79e-08	4.32e-07	0.632077619701043	A	-3.95269428522164	pass
1111525849854152_bin.54		1.7e-08	2e-08	0.632062296142533	A	-0.234465253637023	pass
T2107172010_concoct_bins_bin.190		6.59e-07	1.74e-07	0.632062296142533	A	1.92119115915932	pass
T2108173922_metabat2_bins_bin.119		1.32e-07	1.1e-07	0.632062296142533	A	0.263034405833794	pass
