SGB	ann	leave_mean	unleave_mean	p	type	FC	group
T2108174087_concoct_bins_bin.67		3.3e-07	1.84e-08	1.79253919660875	D	4.16468835307617	pass
T2108174147_concoct_bins_bin.100		7.35e-06	1.55e-05	1.79253919660875	D	-1.07645206043787	pass
SMGC_507		6.48e-08	3.93e-08	1.79246364936934	D	0.721464500626018	pass
1111525849737205_bin.12		3.44e-08	2.2e-08	1.79242586721302	D	0.644905041177438	pass
1111525849737518_bin.20		6.78e-08	2.05e-08	1.79242586721302	D	1.7256613636309	pass
SMGC_355		2.23e-08	1.48e-08	1.79089615129015	D	0.591446534291355	pass
SMGC_228		7.01e-09	1.05e-09	1.78891621240087	D	2.7390251163445	pass
T2108173961_metabat2_bins_bin.66		7.78e-07	1.09e-07	1.78490584273869	C	2.83544202020927	pass
T2108174062_concoct_bins_bin.13		1.42e-07	7.88e-08	1.78490584273869	C	0.849623394935668	pass
T2108174079_concoct_bins_bin.73		1.28e-06	8.77e-07	1.78490584273869	C	0.545495062442629	pass
T2108174102_metabat2_bins_bin.70		7.87e-08	5.4e-08	1.78490584273869	C	0.543404228456655	pass
1111525849862995_bin.32		7.46e-08	4.11e-08	1.78485397225594	C	0.860037236573555	pass
SMGC_114		1.1e-07	1.04e-07	1.78485397225594	C	0.0809199953835675	pass
T2109198932_concoct_bins_bin.6		3.61e-08	1.67e-08	1.78258870748501	D	1.11215073441312	pass
T2108173887_metabat2_bins_bin.76		3.13e-07	1.45e-08	1.78246354880932	D	4.43203785180505	pass
T2109199002_concoct_bins_bin.29		6.22e-07	1.46e-07	1.78246354880932	D	2.09094621125059	pass
T2109199106_concoct_bins_bin.29		2.02e-08	1.51e-08	1.78246354880932	D	0.419806743426716	pass
1111525849853811_bin.34		4.9e-08	3.4e-08	1.78235092367671	D	0.527247002864869	pass
1111525849861985_bin.60		5.54e-08	2.11e-08	1.78235092367671	D	1.392642977342	pass
T2108173904_concoct_bins_bin.130		1.65e-07	4.52e-08	1.77836014414454	D	1.86807134671799	pass
T2108174080_concoct_bins_bin.5		2.06e-07	4.74e-07	1.77608533421983	A	-1.20224272171504	pass
T2109198871_concoct_bins_bin.19		2.14e-07	1.35e-07	1.77608533421983	A	0.664651389350316	pass
1111525849483863_bin.19		6.03e-07	1.66e-07	1.77603546598506	A	1.86097476055316	pass
T2108173978_concoct_bins_bin.170		5.37e-08	3.63e-08	1.77473518403307	C	0.564952539989662	pass
T2108173989_concoct_bins_bin.25		1.08e-07	2.44e-08	1.77473518403307	C	2.14607825948794	pass
T2108174058_metabat2_bins_bin.59		5.18e-07	3.54e-07	1.77473518403307	C	0.549202737603556	pass
T2108174127_concoct_bins_bin.106		3.1e-07	1.52e-07	1.77298852200221	D	1.02819689183065	pass
SMGC_153		1.89e-08	1.42e-08	1.77254063032912	D	0.412495304716391	pass
T2108173873_concoct_bins_bin.51		3.09e-08	1.82e-08	1.77241625076155	D	0.763668387705678	pass
T2108173894_concoct_bins_bin.72		3.61e-07	5.35e-06	1.77241625076155	D	-3.8894681492887	pass
T2108174023_metabat2_bins_bin.7		7.37e-07	1.9e-07	1.77241625076155	D	1.95566520076412	pass
T2108174088_concoct_bins_bin.23		1.24e-07	1.27e-07	1.77241625076155	D	-0.0344883763852907	pass
T2109198981_concoct_bins_bin.39		8.64e-06	1.74e-05	1.77241625076155	D	-1.00998408857262	pass
T2108174014_metabat2_bins_bin.26		1.82e-07	1.84e-08	1.7723150450441	B	3.30616077902905	pass
1111525849752591_bin.7		5.03e-08	2.22e-08	1.77230434988278	D	1.17999872345542	pass
1111525849767596_bin.6		6e-08	1.93e-08	1.77230434988278	D	1.6363616532278	pass
R_T2109198882_concoct_bins_bin.21		6.29e-08	4.35e-08	1.77230434988278	D	0.532044616143199	pass
1111525849640573_bin.7		5.82e-08	4.37e-08	1.77229190680542	D	0.413385873407685	pass
T2107171985_concoct_bins_bin.73		8.48e-08	8.24e-08	1.7696222065541	C	0.0414199273799811	pass
T2108173926_concoct_bins_bin.56		1.45e-07	3.41e-07	1.76459355142634	C	-1.23371883900924	pass
T2108174006_concoct_bins_bin.51		1.21e-07	1.84e-07	1.76459355142634	C	-0.604698718782418	pass
T2108174023_concoct_bins_bin.24		3.61e-07	2.98e-08	1.76459355142634	C	3.59861460131237	pass
T2108173873_concoct_bins_bin.132		1.95e-07	1.46e-07	1.7623973043514	D	0.417505754869593	pass
T2108173913_metabat2_bins_bin.83		2.96e-06	1.68e-07	1.7623973043514	D	4.13906403773755	pass
T2108174102_metabat2_bins_bin.25		1.31e-06	2.76e-07	1.7623973043514	D	2.24682663964664	pass
SMGC_183		2.83e-06	1.05e-06	1.76232317903358	D	1.43041272516576	pass
R_T2109199087_maxbin2_bins_bin.25		6.13e-08	3.32e-08	1.76228609599558	D	0.884703832343857	pass
1111525849638712_bin.14		8.06e-08	6.23e-08	1.76227373568653	D	0.371547675503965	pass
SMGC_481		7.34e-07	7.25e-07	1.75949530662637	C	0.0177990679409159	pass
SMGC_366		2.68e-07	1.8e-07	1.75739845042581	D	0.574236094128098	pass
T2108173931_concoct_bins_bin.12		1.44e-07	2.58e-07	1.75448089184384	C	-0.841302253980942	pass
T2107172010_concoct_bins_bin.85		3.59e-08	1.88e-08	1.75240669891816	D	0.933251182145414	pass
T2108174113_concoct_bins_bin.53		4.92e-06	7.85e-06	1.75240669891816	D	-0.674034338439749	pass
T2109198873_concoct_bins_bin.6		4.42e-08	2.62e-08	1.75240669891816	D	0.754479557853981	pass
SMGC_156		7.72e-08	2.82e-08	1.75233303150316	D	1.45290568486929	pass
SMGC_457		2.97e-08	4.16e-08	1.75233303150316	D	-0.486120597340326	pass
1111525849859858_bin.14		7.26e-08	2.53e-08	1.75229620248107	D	1.52083216330144	pass
DSKIN0046-1_bin.6		3.63e-08	1.46e-08	1.75229620248107	D	1.31400117911573	pass
MET0210_bin.1		1.6e-07	3.93e-08	1.75229620248107	D	2.02547068751612	pass
1111525849481828_bin.18		5.06e-08	4.63e-08	1.75228392683439	D	0.128125191434074	pass
T2108174038_metabat2_bins_bin.26		1.5e-07	3.23e-07	1.7511283304328	A	-1.10657166419804	pass
T2107171985_concoct_bins_bin.172		8.4e-08	1.41e-07	1.7493974128079	C	-0.747233929620033	pass
SMGC_224		1.59e-08	9.17e-09	1.7450107472492	D	0.794033126576663	pass
1111525849853811_bin.6		1.13e-07	5.79e-08	1.74434668912741	C	0.964687519313313	pass
T2107171984_metabat2_bins_bin.41		1.31e-07	2.76e-08	1.74244438866522	D	2.24682663964664	pass
T2107171992_concoct_bins_bin.100		7.87e-07	4.09e-08	1.74244438866522	D	4.2661908874531	pass
T2108173989_metabat2_bins_bin.19		2.64e-06	3.08e-07	1.74244438866522	D	3.09953567355091	pass
SMGC_34		3.25e-07	9.3e-08	1.74237119189129	D	1.80513709680779	pass
1111525849766006_bin.3		6.78e-08	4.48e-08	1.74233459813007	D	0.59778654107874	pass
1111525849486576_bin.10		3.25e-08	4.03e-08	1.74232240889291	D	-0.31034012061215	pass
1111525849736894_bin.9		4.22e-08	8.98e-08	1.74232240889291	D	-1.08947244603396	pass
SMGC_371		1.41e-07	3.57e-08	1.73747385263318	D	1.98169918325706	pass
T2108173925_concoct_bins_bin.98		5.71e-08	2.94e-08	1.73434255849667	C	0.957674590526478	pass
1111525849478864_bin.13		2.41e-07	7.84e-08	1.73429231352537	C	1.62010758700212	pass
1111525849743902_bin.2		1.93e-07	1.17e-07	1.73429231352537	C	0.722092317684676	pass
T2108174023_concoct_bins_bin.59		1.65e-07	4.05e-08	1.73251041395758	D	2.02647221136119	pass
T2108174103_metabat2_bins_bin.14		5.34e-08	1.84e-07	1.73251041395758	D	-1.78479411925682	pass
T2108174143_concoct_bins_bin.141		8.29e-06	1.57e-06	1.73251041395758	D	2.40060754260412	pass
1111525849486576_bin.83		5.19e-08	4.63e-08	1.73238919888627	D	0.164722345097644	pass
SMGC_360		3.62e-06	6.81e-07	1.72928851731488	C	2.4102629939585	pass
T2108173871_concoct_bins_bin.3		1.9e-06	2.67e-06	1.72928851731488	C	-0.490840323356606	pass
SMGC_372		3.84e-07	2.11e-07	1.72637224408235	A	0.863863312013971	pass
T2108173975_concoct_bins_bin.31		3.04e-07	3.13e-07	1.72431680899679	C	-0.0420913334890327	pass
T2108174071_concoct_bins_bin.84		1.49e-06	7.95e-07	1.72431680899679	C	0.906285565177806	pass
T2107171983_concoct_bins_bin.49		3.18e-08	2.29e-08	1.72260470835291	D	0.473679167187411	pass
T2107171985_metabat2_bins_bin.92		4.36e-06	2.25e-07	1.72260470835291	D	4.27633122844725	pass
T2108173977_concoct_bins_bin.72		1.85e-07	1.48e-08	1.72260470835291	D	3.64385618977472	pass
T2108174013_concoct_bins_bin.53		2.92e-07	1.96e-08	1.72260470835291	D	3.89704280965217	pass
T2108174029_concoct_bins_bin.16		8.09e-08	4.22e-08	1.72260470835291	D	0.938896703722793	pass
T2108174117_metabat2_bins_bin.22		3.55e-06	8.76e-07	1.72260470835291	D	2.01881624967823	pass
SMGC_393		4.37e-08	3.38e-08	1.72253246443335	D	0.370610033218414	pass
SMGC_371		2.04e-07	9.91e-08	1.71927750329004	C	1.04161218967237	pass
T2107171992_metabat2_bins_bin.72		8.95e-07	4.09e-07	1.71927750329004	C	1.12978683920987	pass
T2108174086_concoct_bins_bin.129		5.37e-06	5.37e-06	1.71664376414579	A	0	pass
T2108173907_metabat2_bins_bin.6		9.04e-08	1.39e-07	1.71652382205407	A	-0.620690205195682	pass
T2108173980_concoct_bins_bin.73		2.38e-08	1.81e-08	1.71432002575152	C	0.394971876224738	pass
1111525849644360_bin.38		2.01e-07	4.1e-08	1.71427044750782	C	2.29349968656084	pass
SMGC_128		2.19e-07	9.07e-07	1.71427044750782	C	-2.05017168092735	pass
T2108173991_concoct_bins_bin.65		2.07e-07	1.76e-08	1.7128469724032	D	3.55598343374939	pass
T2107171983_metabat2_bins_bin.14		2.63e-08	2.39e-07	1.7127273121213	D	-3.18387591357581	pass
T2108173883_concoct_bins_bin.1		2.13e-08	9.5e-08	1.7127273121213	D	-2.15707408299247	pass
T2108173990_concoct_bins_bin.33		2.73e-08	1.67e-08	1.7127273121213	D	0.7090528484458	pass
T2108174052_metabat2_bins_bin.68		8.14e-06	1.44e-05	1.7127273121213	D	-0.822968112063428	pass
T2108174114_concoct_bins_bin.97		1.72e-06	7.41e-07	1.7127273121213	D	1.21486311728363	pass
T2109198957_concoct_bins_bin.11		8.93e-08	4.74e-08	1.7127273121213	D	0.913773116222964	pass
SMGC_251		2.48e-08	1.95e-08	1.71265552729246	D	0.346865996637265	pass
SMGC_621		2.62e-08	2.91e-08	1.71265552729246	D	-0.151452341370834	pass
T2107171985_concoct_bins_bin.149		5.37e-07	8.48e-08	1.70287816332841	D	2.66278591830958	pass
T2108173894_metabat2_bins_bin.31		5.6e-08	1.38e-07	1.70287816332841	D	-1.30116953472056	pass
T2108173980_concoct_bins_bin.203		1.75e-07	4.35e-08	1.70287816332841	D	2.0082676159836	pass
T2108173986_maxbin2_bins_bin.59		1.28e-07	3.78e-08	1.70287816332841	D	1.75968567066629	pass
T2108174127_metabat2_bins_bin.45		1.92e-08	1.67e-08	1.70287816332841	D	0.201258208247104	pass
SMGC_442		2.91e-08	1.24e-07	1.70280684883364	D	-2.09124906236595	pass
SMGC_46		3.22e-08	2.68e-08	1.70280684883364	D	0.264827687656845	pass
SMGC_600		3.43e-08	2.68e-08	1.70280684883364	D	0.35597557571504	pass
1111525849743575_bin.40		3.58e-08	2.9e-08	1.70277118502436	D	0.303906687249322	pass
1111525849743575_bin.56		7.44e-08	4.99e-08	1.70277118502436	D	0.576262805770771	pass
1111525849771545_bin.8		7.96e-08	3.51e-08	1.70277118502436	D	1.18129740023909	pass
1111525849862568_bin.47		5e-08	1.85e-08	1.70277118502436	D	1.43440282414577	pass
SMGC_544		1.25e-06	9.89e-07	1.69934226734837	C	0.337885668790339	pass
SMGC_78		1.42e-06	7.22e-07	1.69884153731609	D	0.975820187504873	pass
T2108173873_concoct_bins_bin.132		3.69e-07	2.11e-07	1.69441325084218	C	0.806377817353211	pass
SMGC_316		1.1e-06	1.38e-06	1.69298642521253	D	-0.327164743253509	pass
SMGC_523		2.45e-06	4.38e-08	1.69298642521253	D	5.80570706917612	pass
1111525849758379_bin.3		4.21e-08	2.89e-08	1.69295100195227	D	0.542750740565717	pass
1111525849853730_bin.13		1.8e-06	1.34e-06	1.69295100195227	D	0.425763905871902	pass
SMGC_103		7.14e-06	2.23e-06	1.69295100195227	D	1.6788803641088	pass
SMGC_135		8.83e-08	3.06e-08	1.69295100195227	D	1.52888178495581	pass
T2108173990_maxbin2_bins_bin.37		3.53e-07	3.53e-08	1.68639126175364	B	3.32192809488736	pass
T2109199171_concoct_bins_bin.15		1.7e-07	5.27e-08	1.68488002528636	C	1.68965987938785	pass
T2108174114_concoct_bins_bin.97		1.18e-06	3.77e-07	1.68457611826679	C	1.64615043098054	pass
T2108173980_concoct_bins_bin.57		8.47e-08	4.39e-08	1.68450320969542	C	0.94814102979684	pass
SMGC_102		9.59e-08	4.7e-08	1.68445461078014	C	1.02887005845313	pass
T2108173918_concoct_bins_bin.74		4.23e-08	2.24e-08	1.68326464866045	D	0.917158931062346	pass
SMGC_484		3.49e-05	6.4e-06	1.67952269572407	C	2.44708322620965	pass
T2107171992_concoct_bins_bin.77		9.04e-08	7.53e-08	1.67952269572407	C	0.26367290774326	pass
SMGC_364		2e-07	4.36e-08	1.67752737867407	A	2.19759995988516	pass
SMGC_223		3.31e-08	1.81e-08	1.67596932322684	C	0.870841519724012	pass
T2108173894_concoct_bins_bin.72		3.13e-07	5.15e-06	1.67462207662341	C	-4.04033787002532	pass
T2108173980_metabat2_bins_bin.159		1.69e-06	1.12e-07	1.67350024431924	D	3.91545260911194	pass
T2108174044_concoct_bins_bin.74		3.88e-07	4.2e-08	1.67350024431924	D	3.20759541940837	pass
T2108174101_metabat2_bins_bin.53		1.37e-07	1.25e-07	1.67350024431924	D	0.13224779829844	pass
T2108174123_concoct_bins_bin.101		2.02e-08	1.52e-08	1.67350024431924	D	0.410283969308209	pass
T2108174127_concoct_bins_bin.103		2.26e-08	1.81e-08	1.67350024431924	D	0.320333075331983	pass
T2109198963_concoct_bins_bin.6		3.13e-08	2.1e-08	1.67350024431924	D	0.575773329266496	pass
SMGC_147		1.32e-06	4.62e-07	1.67343031805934	D	1.51457317282976	pass
SMGC_278		1.82e-08	1.39e-08	1.67343031805934	D	0.388853567475189	pass
1111525849743575_bin.99		3.46e-08	2.28e-08	1.67339534891457	D	0.601738213471983	pass
1111525849853675_bin.14		2.44e-08	1.42e-08	1.67339534891457	D	0.780990218058204	pass
1111525849663614_bin.90		3.16e-08	4.61e-08	1.67338369998279	D	-0.544842192252235	pass
DS1912041100-1_bin.14		1.48e-07	2.71e-08	1.66472187224346	C	2.44923241916244	pass
T2108173871_concoct_bins_bin.3		1.4e-06	2.32e-06	1.66376407552979	D	-0.728697978182606	pass
T2108173893_concoct_bins_bin.68		1.94e-08	6.49e-07	1.66376407552979	D	-5.06408992069937	pass
T2108174062_concoct_bins_bin.61		5.29e-08	1.73e-07	1.66376407552979	D	-1.70943241041006	pass
T2109198955_concoct_bins_bin.34		2.47e-06	1.12e-06	1.66376407552979	D	1.14101230952707	pass
1111525849737189_bin.1		7.32e-08	5.16e-08	1.66365986370186	D	0.504472582860788	pass
DSKIN0049-1_bin.5		6.17e-08	4.79e-08	1.66365986370186	D	0.365244833413238	pass
SMGC_13		4.55e-07	2.79e-07	1.65981866322782	C	0.705601423256871	pass
SMGC_372		2.94e-06	1.47e-06	1.65981866322782	C	1	pass
SMGC_534		1.37e-06	8.14e-07	1.65981866322782	C	0.751075193581642	pass
T2109199002_concoct_bins_bin.29		9.04e-07	5.59e-07	1.65513703725399	C	0.693474489571998	pass
T2108174128_metabat2_bins_bin.26		6.46e-07	3.68e-07	1.65501791883365	C	0.811828398636912	pass
SMGC_586		1.35e-08	1.17e-08	1.65417113603104	D	0.206450877467426	pass
T2107171987_metabat2_bins_bin.16		5.92e-07	3.92e-07	1.65405610053475	D	0.594743521513741	pass
T2108173920_metabat2_bins_bin.133		4.13e-07	1.61e-07	1.65405610053475	D	1.35908109330483	pass
T2108174020_metabat2_bins_bin.20		1.67e-08	1.16e-08	1.65405610053475	D	0.52572329734648	pass
T2108174051_metabat2_bins_bin.52		1.75e-07	6.83e-08	1.65405610053475	D	1.3573974384296	pass
T2108174074_concoct_bins_bin.135		1.44e-07	3.14e-07	1.65405610053475	D	-1.12469574744931	pass
T2108174079_concoct_bins_bin.44		4.69e-07	6.68e-06	1.65405610053475	D	-3.83218827484604	pass
R_T2109198927_metabat2_bins_bin.6		2.55e-07	1.12e-07	1.65395256722669	D	1.18699851480125	pass
R_T2109199169_maxbin2_bins_bin.16		3.51e-08	2.54e-08	1.65395256722669	D	0.466642533532395	pass
1111525849480988_bin.37		3.08e-08	4.05e-08	1.6539410759248	D	-0.394991557077086	pass
1111525849640249_bin.31		4.29e-08	3.25e-08	1.6539410759248	D	0.400537929583729	pass
T2108174135_metabat2_bins_bin.120		1.59e-07	2.64e-07	1.6484153859718	A	-0.731511164074098	pass
1111525849737158_bin.35		3.98e-08	2.25e-07	1.64836956035299	A	-2.49908466556075	pass
SMGC_542		1.14e-07	1.32e-07	1.64836956035299	A	-0.211504105193712	pass
T2108174010_concoct_bins_bin.58		1.09e-06	4.43e-07	1.64515191113546	C	1.29894953110927	pass
T2108174051_concoct_bins_bin.34		3.7e-08	1.77e-08	1.64515191113546	C	1.06377591043331	pass
SMGC_495		6.24e-07	1.19e-06	1.64449060972708	D	-0.931343639333058	pass
T2108174085_concoct_bins_bin.30		2.03e-07	2.26e-07	1.64437630963397	D	-0.154843045230012	pass
T2108174133_concoct_bins_bin.17		2.08e-06	1.9e-06	1.64437630963397	D	0.130584109810144	pass
1111525849753914_bin.31		5.58e-08	3.76e-08	1.64427348823821	D	0.56953246015155	pass
1111525849640249_bin.103		3.69e-08	8.07e-08	1.64426205875969	D	-1.12894785721738	pass
1111525849640573_bin.12		4.93e-08	4.03e-08	1.64426205875969	D	0.290807807849944	pass
1111525849736894_bin.8		4.25e-08	8.34e-08	1.64426205875969	D	-0.9725845424196	pass
1111525849645752_bin.47		2.04e-07	2.99e-07	1.63874517935028	A	-0.55157633222661	pass
SMGC_38		1.79e-07	5.62e-07	1.63684722369742	B	-1.65061054295667	pass
T2108173980_metabat2_bins_bin.107		5.41e-08	3.79e-08	1.63538620063765	C	0.513430745655724	pass
T2108174023_concoct_bins_bin.28		1.89e-07	4.02e-08	1.63538620063765	C	2.23311882792951	pass
SMGC_123		2.76e-07	3.39e-06	1.63533919736721	C	-3.61854510124554	pass
T2107171997_metabat2_bins_bin.52		5.11e-08	4.72e-08	1.63472472172921	D	0.11453643157578	pass
1111525849858550_bin.34		1.09e-07	7.35e-08	1.63462256835643	D	0.568511979940562	pass
R_T2109198918_concoct_bins_bin.15		1.67e-07	7.94e-08	1.63462256835643	D	1.07263719021846	pass
T2107171993_concoct_bins_bin.65		1.49e-06	4.43e-07	1.63047903727703	C	1.74993372679451	pass
T2108174142_metabat2_bins_bin.14		8.04e-07	2.85e-07	1.62571938621594	C	1.49623358212682	pass
T2108174028_concoct_bins_bin.5		3.37e-07	3.61e-08	1.62564933457231	C	3.22267784918205	pass
T2108174042_metabat2_bins_bin.15		8.54e-08	1.27e-06	1.62564933457231	C	-3.8944486169264	pass
T2107171992_concoct_bins_bin.111		1.9e-06	1.88e-07	1.62510128952458	D	3.33719485154067	pass
T2108173887_concoct_bins_bin.28		1.44e-07	1.65e-08	1.62510128952458	D	3.12553088208386	pass
T2108173925_metabat2_bins_bin.50		1.71e-05	1.81e-06	1.62510128952458	D	3.23993472269005	pass
T2108173978_metabat2_bins_bin.138		9.34e-07	6.47e-07	1.62510128952458	D	0.529656837717154	pass
T2108174079_concoct_bins_bin.31		2.32e-07	2.07e-07	1.62510128952458	D	0.164494037628247	pass
T2108174123_metabat2_bins_bin.7		4.74e-08	3.06e-08	1.62510128952458	D	0.631355406205607	pass
T2108174127_maxbin2_bins_bin.75		5.2e-08	4.14e-08	1.62510128952458	D	0.328880855529129	pass
T2108174133_metabat2_bins_bin.74		7.37e-07	6.17e-07	1.62510128952458	D	0.256394129945652	pass
1111525849480310_bin.33		3.34e-08	4.42e-08	1.62498853659509	D	-0.404198266917379	pass
1111525849640249_bin.7		2.87e-08	5.07e-08	1.62498853659509	D	-0.820935010327653	pass
T2107171985_metabat2_bins_bin.102		6.75e-08	5e-08	1.61958023843028	A	0.432959407276106	pass
T2108174133_metabat2_bins_bin.74		2.84e-07	1.85e-07	1.61601086126673	C	0.61836565898837	pass
T2108174003_metabat2_bins_bin.55		3.28e-06	2.03e-06	1.61594128194961	C	0.692216087432908	pass
T2108174052_concoct_bins_bin.113		8.39e-08	5.26e-08	1.61550601406624	D	0.673608011147521	pass
T2108174089_metabat2_bins_bin.39		1.04e-06	5.04e-07	1.61550601406624	D	1.04508788952854	pass
T2109198962_concoct_bins_bin.13		1.28e-07	2.72e-07	1.61550601406624	D	-1.08746284125034	pass
SMGC_208		4.03e-08	1.26e-07	1.61543880872565	D	-1.64457198985931	pass
SMGC_348		2.37e-08	1.84e-08	1.61543880872565	D	0.365181292841246	pass
SMGC_35		6.57e-08	1.35e-07	1.61543880872565	D	-1.03899413161586	pass
SMGC_426		2.05e-08	1.62e-08	1.61543880872565	D	0.339630096620821	pass
1111525849737037_bin.23		2.19e-06	1.85e-08	1.6154052189118	D	6.88726178885959	pass
1111525849737037_bin.29		4.1e-08	2.2e-08	1.6154052189118	D	0.898120385980787	pass
1111525849640249_bin.105		3.11e-08	4.59e-08	1.61539400497106	D	-0.561579573283205	pass
SMGC_139		5.38e-08	7.01e-08	1.61106339009444	C	-0.381808271453999	pass
SMGC_175		8.11e-08	5.81e-08	1.61106339009444	C	0.481163750812744	pass
T2108173990_concoct_bins_bin.87		2.06e-06	1.03e-06	1.60626202383559	C	1	pass
T2108174044_concoct_bins_bin.158		1.53e-07	3.71e-08	1.60626202383559	C	2.04404056095921	pass
T2107171953_metabat2_bins_bin.14		5.87e-07	1.13e-08	1.60593886942847	D	5.69896582558223	pass
T2107171973_metabat2_bins_bin.8		8.45e-07	1.02e-06	1.60593886942847	D	-0.271545905689311	pass
T2108173978_metabat2_bins_bin.68		5.29e-07	9.61e-08	1.60593886942847	D	2.46065938622764	pass
T2108174006_concoct_bins_bin.134		5.92e-08	5.45e-08	1.60593886942847	D	0.119340945964661	pass
T2108174048_metabat2_bins_bin.55		3.19e-08	1.75e-08	1.60593886942847	D	0.866201501932541	pass
T2108174133_concoct_bins_bin.83		7.69e-08	7.67e-08	1.60593886942847	D	0.00375702045889302	pass
T2108174137_concoct_bins_bin.52		3.62e-08	1.5e-07	1.60593886942847	D	-2.05090089830004	pass
SMGC_481		7.53e-07	4.7e-07	1.60587212934431	D	0.679989108106929	pass
R_T2109198918_concoct_bins_bin.16		1.67e-07	8.26e-08	1.60583874562434	D	1.01563441594197	pass
1111525849486576_bin.29		2.25e-08	3.44e-08	1.60582761828792	D	-0.612483563485061	pass
T2109199175_concoct_bins_bin.34		2.23e-07	7.3e-08	1.60057131740614	A	1.61107534104029	pass
T2108174013_metabat2_bins_bin.51		2.03e-07	5.59e-08	1.59661155201033	C	1.86055953922935	pass
T2108174079_metabat2_bins_bin.15		4.69e-07	5e-08	1.59661155201033	C	3.22958792274065	pass
T2108174102_metabat2_bins_bin.136		8.51e-08	2.87e-08	1.59661155201033	C	1.56810839501027	pass
T2107172002_concoct_bins_bin.91		1.88e-07	1.74e-08	1.59639987408899	D	3.43357345071627	pass
